,Unnamed: 0,Ninjavan TH Reviews
628,628," KAPOK GAN MAKE NINJA. DELIVERY OF LELET, PADAHAL TERTERA 2 TO 3 DAYS, THIS IS WAS A WEEK OF MORE WAITING, SAMPE NOW GW WAITED ITEMS, KAPOK VERY NINJA, THEN THIS TIME I WAS EXPEDITED IN YG KAYA KINI, ONLY, WHEN THEY …"
629,629, delivery is super duper longaaaaaaaa. just choose an express package that doesn't arrive. No longer use this courier service. …
630,630," The package was guided by me, this is an expedition using a vehicle or walking like a ninja, very long, it's better to change its name to conch xpress if it's not regular snail …"
631,631, Kapok using ninja is always not on time even though today's information is sent where until late at night it doesn't arrive at the time the information fails to send and will be sent again just like that until the …
632,632,"It's common sense that the office is closed on night, but they always send the packets at night ! They never tell me first when they will deliver the package, so I cannot afford to standby when they deliver the package. There is once that …"
633,633," more promotions with different 1,500 silver courier services when trying, shipping more than 1 week even though the estimated 2-4 days, mending use the usual courier services. not recommended for this courier service …"
634,634," like sending a long time ago, there is not to send to the recipient, want to criticize the sales but no response, documents to the recipient like to be worn and even torn. even though I have cooperated but the service …"
635,635, It's bad ... the goods are gone for 1 week or not ... don't hold it back for our stuff ... sorry for our customers ... …
636,636, The location is late alongside the Ciputat highway in Rukoruko next to the gas station near the fedex building at bayoran …
637,637," it's so bad read the review !!!!!! By the way, I want to register as a partner as a seller, slow response !! I want to swear to the office immediately. sales in this general ora xena warrior …"
638,638," The most lousy delivery, just close to the teros transit, if you don't intend to open a shipping service, don't just destroy other seler that the consumers already trust !!!! Oddly, this olshof also chose the shipping …"
639,639, Just send packages to other areas of Jakarta until 5 days. Hadeeeh ... bad …
640,640, and the customer services didn't bother to answer my call. The most hideous courier service so far.
641,641," Gajelas this ninjavan estimated package from August 22-24 August 2019 until September 5, 2019 has not arrived, the writing is in the warehouse, sent, in the warehouse, sent just like that until the package expired -_- …"
642,642," Wooyy ninja, I have 4 days by my package !!!  "
643,643,"Bad services, pickup time is OFTEN DELAYED. I got complained by my customers. Would not ever recommend."
644,644,can’t track package on the website. very long delivery time what a mistake in choosing your service
645,645," The item did not arrive, I accepted  "
646,646, Very helpful  
647,647, Where to send the package  
648,648," The worst shipping service I have ever experienced, my package was passed 3 times between warehouses on the same day, I don't think the soup is clear, the CS is not friendly, it's really bad service …"
649,649,"Delivery time is bad. CS asked me to wait approximately 3-5 day. I wrote this in day 5. 3 times I send email to CS, they answered almost the same, like a copy paste …"
650,650, The second one using ninja van was immediately disappointed ... now I haven't arrived a week …
651,651," very disappointing br x this is my package sent via ninja, now it's been over two weeks my package hasn't arrived, please please check my package ninja, because the packet is still stuck at the central dynamically, …"
652,652," My package from Jakarta has been sent from August 5, 2019 to the present on August 23, 2019 the package also didn't arrive because the package was strayed to Nusa Tenggara Timur, even though my house was on Jl …"
653,653,Ok
654,654, Goods are not picked up. cs called instead mentally  
655,655, Bad service and CS does not provide any solution.  
656,656," Very slow ... already disappointed, lambatt really  "
657,657," On Google it says it is open at 8, security is asked to say it turns out to be at 9, security should know little about product knowledge. …"
658,658, Xpedition services are not right! Jerk all!  
659,659," The shipping takes a long time, it takes almost 10 days for each order on Lazada to get a ninja service. …"
660,660, How long does it take? Ciputat to ciledug near 30 minutes until arrived …
661,661,They made received status but i didnt get the package. Resolve action takes up to 3 x 24 hours
662,662," Send goods already 1 week gasampe2, oddly, the writing on Bukalapak courier is experiencing delivery problems and can't be called at all …"
663,663," Just use 1x, it's a direct problem ... buy the sender send the item from date 1. received date 2. until the date 7 ga until ... so tracked it turns out shut in the warehouse from date 2..ditlp to the customer call …"
